panelist_id,year_of_birth,country,has_ios,has_android,compliance_band,data_quality_band
P002672,1997,Country 1,TRUE,FALSE,High,Medium
P002673,1963,Country 1,FALSE,TRUE,High,High
P002674,2002,Country 1,FALSE,TRUE,High,High
P002675,1998,Country 2,FALSE,TRUE,High,High
P002676,1990,Country 2,FALSE,TRUE,High,High
P002677,1981,Country 1,FALSE,TRUE,High,High
P002678,1993,Country 3,TRUE,FALSE,High,High
P002679,1998,Country 2,FALSE,TRUE,High,Medium
P002680,1998,Country 1,FALSE,TRUE,High,High
P002681,1979,Country 3,FALSE,TRUE,High,Medium
P002682,1974,Country 3,FALSE,TRUE,High,High
P002683,1997,Country 1,TRUE,FALSE,High,Medium
P002684,1993,Country 2,FALSE,TRUE,High,Medium
P002685,1995,Country 1,TRUE,FALSE,High,High
P002686,1981,Country 2,FALSE,TRUE,High,High
P002687,1994,Country 1,FALSE,TRUE,High,High
P002688,1977,Country 2,FALSE,TRUE,High,Medium
P002689,1963,Country 1,FALSE,TRUE,High,Medium
P002690,2006,Country 2,TRUE,FALSE,High,Low
P002691,1992,Country 3,FALSE,TRUE,High,High
P002692,1978,Country 1,FALSE,TRUE,High,High
P002693,1987,Country 3,TRUE,FALSE,High,High
P002694,1981,Country 3,FALSE,TRUE,High,High
P002695,2008,Country 3,FALSE,TRUE,High,Low
P002696,1995,Country 1,FALSE,TRUE,High,High
P002697,1995,Country 3,FALSE,TRUE,High,Medium
P002698,1999,Country 1,TRUE,FALSE,Medium,Medium
P002699,1995,Country 1,FALSE,TRUE,Low,High
P002700,1987,Country 3,TRUE,FALSE,High,High
P002701,1996,Country 2,FALSE,TRUE,High,High
P002702,1998,Country 2,FALSE,TRUE,High,Medium
P002703,2006,Country 1,FALSE,TRUE,High,High
P002704,1962,Country 3,TRUE,TRUE,High,High
P002705,1994,Country 2,FALSE,TRUE,High,High
P002706,1997,Country 1,FALSE,TRUE,High,High
P002707,1967,Country 3,FALSE,TRUE,High,Medium
P002708,1996,Country 1,FALSE,TRUE,Low,Low
P002709,2008,Country 1,FALSE,TRUE,Medium,Low
P002710,2008,Country 2,FALSE,TRUE,Low,Medium
P002711,1984,Country 3,FALSE,TRUE,High,High
P002712,1997,Country 1,FALSE,TRUE,Medium,Medium
P002713,2008,Country 1,FALSE,TRUE,Low,Medium
P002714,2004,Country 1,TRUE,FALSE,High,Low
P002715,1997,Country 3,TRUE,FALSE,High,High
P002716,2003,Country 1,FALSE,TRUE,High,Low
P002717,1967,Country 2,FALSE,TRUE,High,Medium
P002718,2001,Country 3,FALSE,TRUE,High,High
P002719,2006,Country 1,FALSE,TRUE,High,High
P002720,2005,Country 2,TRUE,FALSE,High,High
P002721,1969,Country 2,TRUE,TRUE,High,High
P002722,1964,Country 3,TRUE,FALSE,High,High
P002723,2002,Country 1,FALSE,TRUE,High,High
P002724,1997,Country 1,FALSE,TRUE,High,High
P002725,1989,Country 1,FALSE,TRUE,High,High
P002726,1997,Country 2,TRUE,FALSE,High,Low
P002727,1971,Country 2,FALSE,TRUE,High,High
P002728,2003,Country 1,FALSE,TRUE,High,Low
P002729,2002,Country 1,FALSE,TRUE,High,High
P002730,1975,Country 3,FALSE,TRUE,High,High
P002731,1987,Country 1,FALSE,TRUE,Low,Low
P002732,2008,Country 1,FALSE,TRUE,High,High
P002733,2005,Country 2,FALSE,TRUE,High,Low
P002734,2004,Country 1,FALSE,TRUE,High,Low
P002735,1993,Country 1,FALSE,TRUE,High,Low
P002736,1993,Country 1,FALSE,TRUE,High,High
P002737,1991,Country 1,FALSE,TRUE,High,High
P002738,1986,Country 2,FALSE,TRUE,High,High
P002739,1995,Country 2,FALSE,TRUE,High,High
P002740,1975,Country 2,TRUE,FALSE,High,High
P002741,1990,Country 1,FALSE,TRUE,Medium,High
P002742,1983,Country 3,FALSE,TRUE,High,High
P002743,1991,Country 1,TRUE,FALSE,High,High
P002744,1962,Country 2,FALSE,TRUE,High,Medium
P002745,1998,Country 1,FALSE,TRUE,High,High
P002746,1998,Country 2,FALSE,TRUE,High,High
P002747,1991,Country 1,FALSE,TRUE,High,High
P002748,1977,Country 1,FALSE,TRUE,Medium,Medium
P002749,1995,Country 2,TRUE,FALSE,High,High
P002750,2001,Country 1,FALSE,TRUE,High,High
P002751,1998,Country 1,FALSE,TRUE,High,High
P002752,2003,Country 2,FALSE,TRUE,High,High
P002753,1974,Country 3,TRUE,FALSE,High,High
P002754,1996,Country 1,FALSE,TRUE,Medium,High
P002755,1993,Country 3,FALSE,TRUE,High,Medium
P002756,1984,Country 2,TRUE,TRUE,Low,High
P002757,1978,Country 3,FALSE,TRUE,High,High
P002758,1992,Country 2,FALSE,TRUE,Medium,High
P002759,1983,Country 2,FALSE,TRUE,High,High
P002760,1978,Country 2,FALSE,TRUE,High,High
P002761,2001,Country 2,FALSE,TRUE,High,Low
P002762,2008,Country 3,FALSE,TRUE,High,Medium
P002763,2001,Country 1,FALSE,TRUE,High,Low
P002764,1987,Country 1,TRUE,FALSE,High,High
P002765,2005,Country 1,FALSE,TRUE,High,Medium
P002766,2001,Country 3,FALSE,TRUE,Low,High
P002767,2000,Country 1,FALSE,TRUE,High,Low
P002768,1993,Country 2,TRUE,FALSE,High,Medium
P002769,1991,Country 3,TRUE,FALSE,Medium,Medium
P002770,1999,Country 3,FALSE,TRUE,Low,Medium
P002771,1999,Country 1,FALSE,TRUE,High,High
P002772,2007,Country 2,TRUE,FALSE,High,High
P002773,1993,Country 3,FALSE,TRUE,High,High
P002774,2001,Country 1,FALSE,TRUE,High,High
P002775,2000,Country 2,TRUE,FALSE,High,Low
P002776,1966,Country 1,TRUE,FALSE,High,High
P002777,2002,Country 2,FALSE,TRUE,High,High
P002778,1982,Country 2,TRUE,FALSE,High,High
P002779,2007,Country 1,FALSE,TRUE,High,Medium
P002780,2002,Country 1,TRUE,FALSE,High,Low
P002781,2001,Country 1,FALSE,TRUE,High,Medium
P002782,2006,Country 1,FALSE,TRUE,Medium,High
P002783,1992,Country 2,TRUE,FALSE,High,High
P002784,1992,Country 1,FALSE,TRUE,High,Low
P002785,1999,Country 1,FALSE,TRUE,High,Low
P002786,1989,Country 2,FALSE,TRUE,High,Low
P002787,1978,Country 2,FALSE,TRUE,Low,Medium
P002788,1996,Country 2,FALSE,TRUE,High,Medium
P002789,1968,Country 3,FALSE,TRUE,High,High
P002790,1999,Country 1,TRUE,FALSE,High,High
P002791,1994,Country 3,FALSE,TRUE,High,High
P002792,2002,Country 1,FALSE,TRUE,Medium,Low
P002793,1982,Country 2,FALSE,TRUE,High,High
P002794,1983,Country 3,FALSE,TRUE,High,High
P002795,1995,Country 3,TRUE,FALSE,High,High
P002796,1994,Country 2,FALSE,TRUE,Low,High
P002797,2008,Country 2,FALSE,TRUE,High,High
P002798,2004,Country 1,FALSE,TRUE,High,Low
P002799,2001,Country 2,TRUE,FALSE,Medium,Medium
P002800,1980,Country 2,TRUE,FALSE,High,Medium
P002801,1983,Country 3,FALSE,TRUE,High,High
P002802,1993,Country 2,FALSE,TRUE,High,High
P002803,1984,Country 1,FALSE,TRUE,Medium,Low
P002804,1982,Country 2,FALSE,TRUE,High,High
P002805,1992,Country 1,FALSE,TRUE,High,Medium
P002806,1999,Country 1,TRUE,FALSE,High,Low
P002807,1998,Country 1,FALSE,TRUE,High,High
P002808,1996,Country 2,FALSE,TRUE,High,Low
P002809,1994,Country 1,FALSE,TRUE,High,Medium
P002810,1994,Country 1,FALSE,TRUE,High,High
P002811,1992,Country 1,FALSE,TRUE,High,High
P002812,1987,Country 3,TRUE,FALSE,High,Medium
P002813,1994,Country 2,FALSE,TRUE,High,Medium
P002814,1999,Country 1,FALSE,TRUE,Low,Medium
P002815,2003,Country 1,FALSE,TRUE,High,High
P002816,2006,Country 2,FALSE,TRUE,High,High
P002817,1989,Country 1,FALSE,TRUE,High,Medium
P002818,2000,Country 2,TRUE,FALSE,High,High
P002819,1994,Country 1,TRUE,FALSE,High,Medium
P002820,1997,Country 3,FALSE,TRUE,High,High
P002821,1995,Country 1,FALSE,TRUE,High,High
P002822,1980,Country 2,FALSE,TRUE,High,Low
P002823,1999,Country 1,FALSE,TRUE,Medium,Medium
P002824,1973,Country 3,TRUE,FALSE,High,High
P002825,1993,Country 3,TRUE,FALSE,High,Low
P002826,2000,Country 2,FALSE,TRUE,High,High
P002827,2007,Country 1,FALSE,TRUE,High,High
P002828,1989,Country 1,FALSE,TRUE,High,High
P002829,2003,Country 3,TRUE,FALSE,High,High
P002830,1992,Country 2,FALSE,TRUE,High,High
P002831,2008,Country 1,FALSE,TRUE,High,High
P002832,1980,Country 1,TRUE,FALSE,Medium,High
P002833,2003,Country 1,FALSE,TRUE,High,High
P002834,1958,Country 3,TRUE,FALSE,High,High
P002835,1975,Country 2,FALSE,TRUE,High,High
P002836,1960,Country 2,FALSE,TRUE,High,Medium
P002837,1987,Country 2,FALSE,TRUE,High,High
P002838,1994,Country 1,TRUE,FALSE,High,High
P002839,1972,Country 1,FALSE,TRUE,Medium,High
P002840,2001,Country 1,FALSE,TRUE,High,High
P002841,1985,Country 2,TRUE,FALSE,High,High
P002842,1981,Country 1,FALSE,TRUE,High,Low
P002843,2008,Country 1,FALSE,TRUE,High,High
P002844,1994,Country 1,FALSE,TRUE,High,High
P002845,1988,Country 1,TRUE,FALSE,High,Medium
P002846,1987,Country 2,FALSE,TRUE,High,High
P002847,2005,Country 1,FALSE,TRUE,High,Medium
P002848,1998,Country 1,TRUE,FALSE,High,Medium
P002849,1991,Country 2,FALSE,TRUE,High,High
P002850,1994,Country 1,FALSE,TRUE,Medium,Medium
P002851,2003,Country 1,FALSE,TRUE,High,High
P002852,1999,Country 1,FALSE,TRUE,High,Low
P002853,2000,Country 3,TRUE,FALSE,High,High
P002854,2003,Country 1,FALSE,TRUE,Medium,High
P002855,2002,Country 2,FALSE,TRUE,High,Medium
P002856,1966,Country 3,FALSE,TRUE,High,High
P002857,1997,Country 2,TRUE,FALSE,High,Medium
P002858,1996,Country 1,FALSE,TRUE,High,High
P002859,1987,Country 2,FALSE,TRUE,High,Medium
P002860,2002,Country 1,FALSE,TRUE,High,Medium
P002861,1991,Country 1,FALSE,TRUE,Medium,High
P002862,1980,Country 2,TRUE,FALSE,High,Low
P002863,2008,Country 1,FALSE,TRUE,Low,Medium
P002864,1995,Country 1,FALSE,TRUE,High,High
P002865,2008,Country 1,FALSE,TRUE,High,High
P002866,1982,Country 1,TRUE,FALSE,High,Medium
P002867,2003,Country 1,FALSE,TRUE,High,High
P002868,2000,Country 2,FALSE,TRUE,High,High
P002869,1982,Country 3,FALSE,TRUE,High,Low
P002870,2000,Country 1,TRUE,TRUE,High,Medium
P002871,1995,Country 2,TRUE,FALSE,High,High
P002872,2004,Country 1,FALSE,TRUE,High,Medium
P002873,1993,Country 1,TRUE,FALSE,High,High
P002874,1994,Country 1,FALSE,TRUE,High,Medium
P002875,1998,Country 1,FALSE,TRUE,Medium,High
P002876,2000,Country 1,FALSE,TRUE,Medium,High
P002877,1998,Country 1,FALSE,TRUE,High,Medium
P002878,2002,Country 1,FALSE,TRUE,High,Medium
P002879,1986,Country 2,FALSE,TRUE,Medium,High
P002880,1997,Country 1,FALSE,TRUE,High,High
P002881,1992,Country 1,FALSE,TRUE,High,Medium
P002882,1989,Country 1,FALSE,TRUE,High,High
P002883,1993,Country 2,TRUE,FALSE,High,High
P002884,1999,Country 1,FALSE,TRUE,High,Medium
P002885,1989,Country 2,FALSE,TRUE,High,High
P002886,1993,Country 1,FALSE,TRUE,High,Low
P002887,1982,Country 1,FALSE,TRUE,High,High
P002888,1991,Country 3,FALSE,TRUE,High,High
P002889,1998,Country 1,FALSE,TRUE,High,High
P002890,1990,Country 1,TRUE,FALSE,High,High
P002891,1995,Country 1,FALSE,TRUE,High,Medium
P002892,1972,Country 3,FALSE,TRUE,High,High
P002893,2008,Country 2,FALSE,TRUE,High,Medium
P002894,1997,Country 2,TRUE,FALSE,High,High
P002895,1987,Country 3,FALSE,TRUE,High,Medium
P002896,2008,Country 1,TRUE,TRUE,High,Low
P002897,1979,Country 3,TRUE,FALSE,High,Low
P002898,2000,Country 1,FALSE,TRUE,High,High
P002899,1971,Country 2,FALSE,TRUE,High,High
P002900,2008,Country 1,FALSE,TRUE,High,High
P002901,2008,Country 1,FALSE,TRUE,High,High
P002902,1993,Country 3,FALSE,TRUE,High,High
P002903,1983,Country 1,FALSE,TRUE,High,Medium
P002904,1987,Country 3,FALSE,TRUE,Medium,High
P002905,2001,Country 1,FALSE,TRUE,High,High
P002906,1988,Country 2,TRUE,FALSE,High,Medium
P002907,1998,Country 3,FALSE,TRUE,High,Low
P002908,1979,Country 1,FALSE,TRUE,Low,Low
P002909,1967,Country 3,TRUE,FALSE,High,High
P002910,2008,Country 2,FALSE,TRUE,High,High
P002911,2000,Country 2,TRUE,FALSE,High,High
P002912,2008,Country 1,FALSE,TRUE,High,Medium
P002913,1999,Country 2,FALSE,TRUE,High,High
P002914,1987,Country 2,TRUE,FALSE,Medium,High
P002915,1980,Country 1,FALSE,TRUE,High,High
P002916,2001,Country 1,FALSE,TRUE,High,High
P002917,1996,Country 1,FALSE,TRUE,High,Low
P002918,1977,Country 3,FALSE,TRUE,High,High
P002919,1994,Country 1,FALSE,TRUE,High,Low
P002920,1989,Country 2,TRUE,FALSE,High,Medium
P002921,1981,Country 3,FALSE,TRUE,High,High
P002922,2000,Country 1,FALSE,TRUE,Low,High
P002923,2008,Country 1,FALSE,TRUE,High,High
P002924,1974,Country 2,TRUE,FALSE,High,High
P002925,1991,Country 1,TRUE,FALSE,Medium,High
P002926,1992,Country 2,FALSE,TRUE,High,Medium
P002927,1984,Country 2,FALSE,TRUE,High,High
P002928,1997,Country 2,FALSE,TRUE,High,High
P002929,1992,Country 1,FALSE,TRUE,High,High
P002930,2008,Country 2,FALSE,TRUE,Low,High
P002931,1977,Country 2,TRUE,TRUE,High,Medium
P002932,1996,Country 1,FALSE,TRUE,Low,High
P002933,2001,Country 2,FALSE,TRUE,High,High
P002934,2004,Country 3,TRUE,FALSE,Low,Low
P002935,1973,Country 2,FALSE,TRUE,High,Low
P002936,1995,Country 1,FALSE,TRUE,High,High
P002937,1978,Country 1,TRUE,FALSE,Low,High
P002938,1999,Country 1,FALSE,TRUE,High,High
P002939,2008,Country 1,FALSE,TRUE,High,High
P002940,2000,Country 1,TRUE,TRUE,High,Medium
P002941,1997,Country 3,FALSE,TRUE,High,Medium
P002942,1996,Country 1,FALSE,TRUE,High,High
P002943,1957,Country 3,TRUE,FALSE,High,High
P002944,1984,Country 1,FALSE,TRUE,Low,Medium
P002945,1983,Country 1,FALSE,TRUE,High,High
P002946,1997,Country 1,FALSE,TRUE,High,Medium
P002947,1996,Country 1,FALSE,TRUE,High,Medium
P002948,1998,Country 2,TRUE,FALSE,High,High
P002949,1996,Country 3,FALSE,TRUE,High,Low
P002950,1981,Country 3,FALSE,TRUE,High,High
P002951,1998,Country 1,FALSE,TRUE,Low,High
P002952,1981,Country 2,TRUE,TRUE,Medium,High
P002953,1993,Country 1,FALSE,TRUE,Low,Medium
P002954,1993,Country 3,TRUE,FALSE,High,High
P002955,2008,Country 2,TRUE,FALSE,Low,High
P002956,1995,Country 1,FALSE,TRUE,High,High
P002957,1990,Country 1,FALSE,TRUE,High,Low
P002958,2008,Country 1,FALSE,TRUE,High,Medium
P002959,1987,Country 1,FALSE,TRUE,High,High
P002960,1982,Country 3,TRUE,FALSE,High,Medium
P002961,1999,Country 2,FALSE,TRUE,High,Medium
P002962,2005,Country 3,TRUE,FALSE,High,Medium
P002963,1997,Country 1,FALSE,TRUE,High,High
P002964,1993,Country 2,FALSE,TRUE,High,Medium
P002965,1996,Country 1,TRUE,TRUE,Low,High
P002966,1985,Country 2,FALSE,TRUE,High,Low
P002967,1989,Country 1,FALSE,TRUE,Medium,Low
P002968,1998,Country 1,TRUE,FALSE,High,High
P002969,1994,Country 2,TRUE,FALSE,High,Medium
P002970,2005,Country 1,FALSE,TRUE,Low,High
P002971,2006,Country 1,FALSE,TRUE,Medium,Medium
P002972,1966,Country 2,FALSE,TRUE,High,High
P002973,2007,Country 1,FALSE,TRUE,Low,High
P002974,1997,Country 3,FALSE,TRUE,High,Low
P002975,1988,Country 2,FALSE,TRUE,High,High
P002976,1992,Country 3,FALSE,TRUE,High,High
P002977,2008,Country 2,TRUE,FALSE,High,Medium
P002978,2000,Country 2,TRUE,TRUE,High,High
P002979,2005,Country 2,TRUE,FALSE,High,High
P002980,1987,Country 3,TRUE,FALSE,High,Medium
P002981,2004,Country 2,FALSE,TRUE,Medium,High
P002982,1991,Country 1,TRUE,TRUE,High,High
P002983,2004,Country 1,FALSE,TRUE,High,Medium
P002984,1997,Country 2,FALSE,TRUE,High,High
P002985,1994,Country 1,FALSE,TRUE,High,Medium
P002986,1996,Country 1,FALSE,TRUE,Low,Medium
P002987,1963,Country 1,FALSE,TRUE,High,High
P002988,2008,Country 2,FALSE,TRUE,High,Low
P002989,2000,Country 1,FALSE,TRUE,High,High
P002990,1997,Country 2,TRUE,FALSE,High,High
P002991,2002,Country 2,FALSE,TRUE,High,High
P002992,1983,Country 3,TRUE,FALSE,High,High
P002993,1980,Country 1,FALSE,TRUE,High,Low
P002994,1988,Country 2,TRUE,FALSE,High,High
P002995,1999,Country 2,FALSE,TRUE,High,Medium
P002996,1995,Country 1,FALSE,TRUE,High,High
P002997,1994,Country 2,FALSE,TRUE,High,High
P002998,1990,Country 1,FALSE,TRUE,High,High
P002999,1978,Country 3,FALSE,TRUE,High,Low
P003000,1997,Country 1,FALSE,TRUE,Low,High
P003001,1996,Country 3,FALSE,TRUE,High,High
P003002,2002,Country 2,TRUE,FALSE,High,High
P003003,1993,Country 1,FALSE,TRUE,Low,Medium
P003004,1989,Country 2,FALSE,TRUE,Medium,High
P003005,1995,Country 1,FALSE,TRUE,High,High
P003006,1980,Country 2,FALSE,TRUE,High,Medium
P003007,1961,Country 2,FALSE,TRUE,Low,High
P003008,1998,Country 1,FALSE,TRUE,High,Medium
P003009,1991,Country 1,FALSE,TRUE,High,High
P003010,1991,Country 2,TRUE,FALSE,High,High
P003011,1999,Country 1,FALSE,TRUE,High,High
P003012,1972,Country 3,FALSE,TRUE,High,Medium
P003013,1994,Country 2,TRUE,FALSE,Low,Medium
P003014,2005,Country 2,FALSE,TRUE,Low,High
P003015,2008,Country 1,FALSE,TRUE,High,High
P003016,2005,Country 2,FALSE,TRUE,High,High
P003017,1963,Country 3,TRUE,FALSE,High,Low
P003018,1998,Country 1,FALSE,TRUE,High,Low
P003019,2003,Country 1,FALSE,TRUE,Low,High
P003020,1975,Country 1,FALSE,TRUE,High,Medium
P003021,2002,Country 1,TRUE,FALSE,High,Low
P003022,1988,Country 2,FALSE,TRUE,High,High
P003023,1997,Country 1,FALSE,TRUE,High,High
P003024,1977,Country 2,FALSE,TRUE,Low,High
P003025,1997,Country 1,FALSE,TRUE,High,Medium
P003026,2005,Country 1,FALSE,TRUE,High,High
P003027,1985,Country 1,FALSE,TRUE,Low,High
P003028,1993,Country 3,FALSE,TRUE,High,High
P003029,1985,Country 2,FALSE,TRUE,High,High
P003030,2001,Country 1,FALSE,TRUE,Medium,High
P003031,1977,Country 2,FALSE,TRUE,High,High
P003032,2002,Country 1,FALSE,TRUE,Low,High
P003033,1986,Country 1,FALSE,TRUE,Medium,High
P003034,1996,Country 1,FALSE,TRUE,High,High
P003035,1996,Country 3,FALSE,TRUE,High,High
P003036,1997,Country 2,FALSE,TRUE,High,Medium
P003037,1988,Country 2,FALSE,TRUE,High,High
P003038,1994,Country 1,FALSE,TRUE,High,Low
P003039,1999,Country 1,FALSE,TRUE,High,Medium
P003040,1992,Country 2,TRUE,FALSE,High,High
P003041,1980,Country 1,FALSE,TRUE,High,Medium
P003042,2003,Country 3,TRUE,FALSE,High,High
P003043,2006,Country 2,FALSE,TRUE,High,High
P003044,1984,Country 1,TRUE,FALSE,High,High
P003045,2000,Country 2,TRUE,FALSE,High,Low
P003046,2002,Country 3,FALSE,TRUE,High,Low
P003047,1988,Country 1,TRUE,FALSE,High,High
P003048,1989,Country 2,FALSE,TRUE,High,High
P003049,2003,Country 3,FALSE,TRUE,High,High
P003050,1994,Country 1,FALSE,TRUE,High,High
P003051,2002,Country 3,FALSE,TRUE,High,Medium
P003052,1987,Country 1,FALSE,TRUE,Medium,High
P003053,2003,Country 2,FALSE,TRUE,High,High
P003054,2002,Country 2,FALSE,TRUE,High,High
P003055,1993,Country 2,FALSE,TRUE,High,Low
P003056,1990,Country 2,FALSE,TRUE,High,Medium
P003057,1987,Country 2,FALSE,TRUE,High,High
P003058,1998,Country 1,FALSE,TRUE,High,Medium
P003059,1991,Country 1,TRUE,TRUE,High,High
P003060,2008,Country 1,FALSE,TRUE,High,Low
P003061,1997,Country 2,FALSE,TRUE,High,Medium
P003062,1992,Country 1,FALSE,TRUE,Low,Medium
P003063,1980,Country 1,FALSE,TRUE,High,Low
P003064,1979,Country 3,FALSE,TRUE,High,High
P003065,1999,Country 1,FALSE,TRUE,High,Low
P003066,2000,Country 1,FALSE,TRUE,High,High
P003067,1999,Country 1,FALSE,TRUE,High,Medium
P003068,1986,Country 1,FALSE,TRUE,High,High
P003069,1990,Country 2,FALSE,TRUE,Medium,High
P003070,1998,Country 1,FALSE,TRUE,Medium,High
P003071,1994,Country 1,FALSE,TRUE,High,Medium
P003072,1985,Country 3,TRUE,FALSE,High,Medium
P003073,2005,Country 3,TRUE,FALSE,High,High
P003074,1993,Country 2,TRUE,FALSE,High,Medium
P003075,1999,Country 3,FALSE,TRUE,High,High
P003076,2000,Country 3,TRUE,FALSE,High,High
P003077,1991,Country 1,FALSE,TRUE,High,High
P003078,1994,Country 2,FALSE,TRUE,High,High
P003079,2008,Country 2,FALSE,TRUE,High,Medium
P003080,2001,Country 1,FALSE,TRUE,Medium,High
P003081,2004,Country 1,FALSE,TRUE,Medium,High
P003082,2008,Country 1,FALSE,TRUE,High,High
P003083,2001,Country 2,FALSE,TRUE,High,High
P003084,1978,Country 2,FALSE,TRUE,High,High
P003085,1986,Country 2,FALSE,TRUE,Medium,High
P003086,1972,Country 1,FALSE,TRUE,High,Medium
P003087,1997,Country 1,FALSE,TRUE,High,Medium
P003088,1985,Country 1,FALSE,TRUE,High,High
P003089,1977,Country 2,TRUE,FALSE,High,High
P003090,1989,Country 3,TRUE,FALSE,High,Medium
P003091,1967,Country 3,FALSE,TRUE,High,High
P003092,1993,Country 3,TRUE,FALSE,High,High
P003093,1982,Country 3,TRUE,FALSE,High,Medium
P003094,1987,Country 3,TRUE,FALSE,High,High
P003095,1989,Country 1,FALSE,TRUE,High,Low
P003096,2005,Country 1,FALSE,TRUE,High,Low
P003097,1986,Country 1,FALSE,TRUE,High,High
P003098,1992,Country 1,FALSE,TRUE,Medium,Medium
P003099,1996,Country 1,FALSE,TRUE,High,High
P003100,2007,Country 1,FALSE,TRUE,High,Low
P003101,2004,Country 3,FALSE,TRUE,High,High
P003102,1997,Country 1,FALSE,TRUE,High,High
P003103,1992,Country 3,FALSE,TRUE,High,Medium
P003104,1984,Country 2,FALSE,TRUE,High,Low
P003105,1991,Country 2,TRUE,FALSE,High,Medium
P003106,1986,Country 2,FALSE,TRUE,High,Low
P003107,2001,Country 1,TRUE,FALSE,High,High
P003108,1985,Country 2,FALSE,TRUE,High,High
P003109,1976,Country 1,FALSE,TRUE,High,High
P003110,1960,Country 3,TRUE,FALSE,High,Medium
P003111,1997,Country 1,FALSE,TRUE,High,Low
P003112,2003,Country 1,FALSE,TRUE,Low,Medium
P003113,1995,Country 2,FALSE,TRUE,High,Low
P003114,1993,Country 2,FALSE,TRUE,High,High
P003115,1996,Country 1,FALSE,TRUE,High,High
P003116,2002,Country 2,FALSE,TRUE,High,High
P003117,2005,Country 1,FALSE,TRUE,High,Medium
P003118,1999,Country 2,FALSE,TRUE,High,High
P003119,2002,Country 1,FALSE,TRUE,Medium,Low
P003120,1990,Country 1,FALSE,TRUE,Medium,High
P003121,1989,Country 1,FALSE,TRUE,High,Medium
P003122,1995,Country 1,TRUE,FALSE,High,Medium
P003123,1999,Country 1,TRUE,FALSE,High,High
P003124,1986,Country 1,FALSE,TRUE,Low,Medium
P003125,2006,Country 1,FALSE,TRUE,High,High
P003126,2003,Country 1,FALSE,TRUE,Medium,Low
P003127,1996,Country 2,TRUE,FALSE,High,High
P003128,1996,Country 1,FALSE,TRUE,High,High
P003129,2008,Country 2,FALSE,TRUE,High,High
P003130,1973,Country 3,FALSE,TRUE,High,High
P003131,2000,Country 1,FALSE,TRUE,High,High
P003132,1987,Country 3,FALSE,TRUE,High,High
P003133,1985,Country 1,FALSE,TRUE,High,High
P003134,2008,Country 1,FALSE,TRUE,High,High
P003135,2000,Country 2,FALSE,TRUE,High,High
P003136,1987,Country 2,FALSE,TRUE,High,Medium
P003137,1999,Country 3,TRUE,FALSE,High,High
P003138,2000,Country 1,TRUE,FALSE,High,High
P003139,1984,Country 2,FALSE,TRUE,High,Low
P003140,2000,Country 1,FALSE,TRUE,High,Medium
P003141,1993,Country 1,FALSE,TRUE,High,Medium
P003142,1999,Country 1,FALSE,TRUE,High,Low
P003143,1996,Country 3,TRUE,FALSE,High,Low
P003144,1979,Country 1,FALSE,TRUE,Low,Medium
P003145,1993,Country 3,FALSE,TRUE,High,High
P003146,1984,Country 2,TRUE,FALSE,High,High
P003147,1980,Country 2,FALSE,TRUE,High,High
P003148,1992,Country 2,FALSE,TRUE,Low,High
P003149,2002,Country 3,FALSE,TRUE,High,Low
P003150,1997,Country 1,FALSE,TRUE,Medium,High
P003151,2003,Country 1,FALSE,TRUE,Medium,Medium
P003152,1993,Country 2,TRUE,FALSE,High,Medium
P003153,1998,Country 1,FALSE,TRUE,High,High
P003154,1999,Country 1,TRUE,FALSE,High,High
P003155,2005,Country 1,FALSE,TRUE,Medium,High
P003156,2000,Country 1,FALSE,TRUE,High,High
P003157,2008,Country 1,FALSE,TRUE,High,High
P003158,2003,Country 1,FALSE,TRUE,Low,High
P003159,1996,Country 3,FALSE,TRUE,High,High
P003160,1997,Country 1,TRUE,FALSE,High,High
P003161,2001,Country 3,FALSE,TRUE,High,Medium
P003162,1991,Country 3,FALSE,TRUE,High,High
P003163,1989,Country 1,FALSE,TRUE,High,High
P003164,1985,Country 2,FALSE,TRUE,High,Medium
P003165,1994,Country 2,TRUE,FALSE,High,High
P003166,1994,Country 2,TRUE,FALSE,High,Low
P003167,1985,Country 1,FALSE,TRUE,High,Medium
P003168,1978,Country 1,FALSE,TRUE,High,Low
P003169,1992,Country 1,FALSE,TRUE,High,Medium
P003170,2008,Country 2,FALSE,TRUE,High,High
P003171,1998,Country 3,FALSE,TRUE,High,High
P003172,1995,Country 2,TRUE,FALSE,High,Low
P003173,1995,Country 2,FALSE,TRUE,High,Medium
P003174,1999,Country 3,TRUE,FALSE,High,Medium
P003175,1997,Country 2,TRUE,FALSE,High,High
P003176,1984,Country 1,TRUE,TRUE,Medium,High
P003177,1997,Country 3,FALSE,TRUE,High,High
P003178,1991,Country 1,FALSE,TRUE,High,High
P003179,2001,Country 1,TRUE,FALSE,Medium,Medium
P003180,2000,Country 2,FALSE,TRUE,High,Medium
P003181,1979,Country 3,FALSE,TRUE,High,High
P003182,2000,Country 1,FALSE,TRUE,High,Medium
P003183,1996,Country 2,TRUE,TRUE,Medium,Medium
P003184,2003,Country 1,FALSE,TRUE,High,High
P003185,1994,Country 1,FALSE,TRUE,Low,High
P003186,1997,Country 1,FALSE,TRUE,High,Low
P003187,2001,Country 2,FALSE,TRUE,High,High
P003188,1983,Country 3,TRUE,TRUE,High,High
P003189,1995,Country 1,TRUE,TRUE,High,Low
